year,field_i,field_j,count_i,count_j,coocc,weight_cosine
2019,Engineering,Mathematics,3225,151,15,0.021495023582471965
2019,Mathematics,Physics and Astronomy,151,839,11,0.030904607417150096
2019,Chemistry,Decision Sciences,519,301,2,0.005060146247677172
2019,Physics and Astronomy,Psychology,839,810,6,0.007278263264238043
2019,Dentistry,"Economics, Econometrics and Finance",60,451,1,0.006079055436800609
2019,Arts and Humanities,Neuroscience,102,1228,9,0.025429817308704503
2019,"Biochemistry, Genetics and Molecular Biology",Health Professions,3766,549,29,0.02016841029631192
2019,"Economics, Econometrics and Finance",Engineering,451,3225,11,0.009120939073895537
2019,"Biochemistry, Genetics and Molecular Biology","Pharmacology, Toxicology and Pharmaceutics",3766,83,27,0.048293041718425016
2019,Computer Science,"Pharmacology, Toxicology and Pharmaceutics",2030,83,5,0.01218099988771795
2019,"Economics, Econometrics and Finance",Psychology,451,810,2,0.003309018652945215
2019,Arts and Humanities,"Biochemistry, Genetics and Molecular Biology",102,3766,8,0.012907726162544757
2019,Decision Sciences,Earth and Planetary Sciences,301,645,2,0.004539070106737353
2019,Engineering,Psychology,3225,810,23,0.014230510074403553
2019,Agricultural and Biological Sciences,"Pharmacology, Toxicology and Pharmaceutics",801,83,8,0.031026635437210195
2019,Environmental Science,Mathematics,1752,151,7,0.013609510827534173
2019,Environmental Science,Nursing,1752,167,16,0.029579763419594847
2019,Agricultural and Biological Sciences,Chemistry,801,519,13,0.02016245519645892
2019,Environmental Science,Veterinary,1752,30,5,0.021809330107925476
2019,Earth and Planetary Sciences,Materials Science,645,1631,20,0.019499485738312915
2019,Engineering,"Pharmacology, Toxicology and Pharmaceutics",3225,83,10,0.019328408438016816
2019,Materials Science,"Pharmacology, Toxicology and Pharmaceutics",1631,83,7,0.019025321888236992
2019,Engineering,Health Professions,3225,549,19,0.014279157017469613
2019,Decision Sciences,Neuroscience,301,1228,6,0.009868901609445552
2019,Decision Sciences,Environmental Science,301,1752,12,0.016524599685232958
2019,Chemical Engineering,Physics and Astronomy,172,839,5,0.013162088313920193
2019,Chemical Engineering,Environmental Science,172,1752,7,0.012751661207256593
2019,Earth and Planetary Sciences,"Economics, Econometrics and Finance",645,451,2,0.003708189052338977
2019,"Economics, Econometrics and Finance",Physics and Astronomy,451,839,4,0.006502655403650604
2019,Neuroscience,Physics and Astronomy,1228,839,11,0.010837086038020896
2019,"Business, Management and Accounting",Psychology,504,810,26,0.04069261226470629
2019,Earth and Planetary Sciences,Social Sciences,645,1060,12,0.01451270796264263
2019,Neuroscience,Nursing,1228,167,18,0.03974798215105574
2019,Immunology and Microbiology,Materials Science,968,1631,3,0.0023875726511276337
2019,Medicine,Physics and Astronomy,5644,839,36,0.016543523695042344
2019,Arts and Humanities,Earth and Planetary Sciences,102,645,4,0.015594808572584749
2019,Dentistry,Engineering,60,3225,7,0.01591320125431101
2019,Chemistry,"Pharmacology, Toxicology and Pharmaceutics",519,83,9,0.043363046307685865
2019,"Biochemistry, Genetics and Molecular Biology",Dentistry,3766,60,7,0.014725913902797805
2019,"Biochemistry, Genetics and Molecular Biology","Business, Management and Accounting",3766,504,4,0.0029033845754747236
2019,Agricultural and Biological Sciences,Psychology,801,810,9,0.011173358719233167
2019,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,3766,172,3,0.0037274933165172834
2019,"Economics, Econometrics and Finance","Pharmacology, Toxicology and Pharmaceutics",451,83,3,0.015505791417851588
2019,"Pharmacology, Toxicology and Pharmaceutics",Psychology,83,810,2,0.007713445938895784
2019,Arts and Humanities,Health Professions,102,549,3,0.012677540207595588
2019,"Business, Management and Accounting",Energy,504,515,1,0.001962822904794613
2019,Decision Sciences,Energy,301,515,2,0.005079759291149557
2019,Chemistry,Neuroscience,519,1228,8,0.010020909146511407
2019,Earth and Planetary Sciences,Energy,645,515,4,0.006940272447911384
2019,Agricultural and Biological Sciences,Health Professions,801,549,7,0.010555908322672097
2019,Health Professions,Mathematics,549,151,2,0.006946329012430602
2019,"Business, Management and Accounting",Neuroscience,504,1228,2,0.0025422341248772674
2019,Chemistry,Nursing,519,167,3,0.010190120982759683
2019,Earth and Planetary Sciences,Mathematics,645,151,2,0.006408577854449104
2019,Nursing,Social Sciences,167,1060,5,0.011883895825959556
2019,Arts and Humanities,Decision Sciences,102,301,2,0.011414231117702879
2019,"Economics, Econometrics and Finance",Nursing,451,167,2,0.007287582581731065
2019,Agricultural and Biological Sciences,"Economics, Econometrics and Finance",801,451,7,0.01164644851166706
2019,Arts and Humanities,"Business, Management and Accounting",102,504,4,0.017641870800832026
2019,Materials Science,Nursing,1631,167,3,0.0057482551703887256
2019,Health Professions,"Pharmacology, Toxicology and Pharmaceutics",549,83,1,0.004684624459074365
2019,Dentistry,Materials Science,60,1631,2,0.0063933339492245125
2019,Dentistry,Immunology and Microbiology,60,968,2,0.00829882662886612
2019,Chemical Engineering,"Pharmacology, Toxicology and Pharmaceutics",172,83,1,0.008369446361021979
2019,Immunology and Microbiology,Social Sciences,968,1060,2,0.001974419285286677
2019,Chemistry,Psychology,519,810,3,0.00462695276925571
2019,Agricultural and Biological Sciences,Energy,801,515,6,0.009341817480255421
2019,Mathematics,Psychology,151,810,3,0.008578083544249621
2019,Neuroscience,"Pharmacology, Toxicology and Pharmaceutics",1228,83,2,0.006264577207849571
2019,Chemical Engineering,Medicine,172,5644,2,0.002029888904378543
2019,Computer Science,Immunology and Microbiology,2030,968,2,0.0014267382285780546
2019,Computer Science,Dentistry,2030,60,2,0.005730682550612511
2019,Computer Science,Nursing,2030,167,1,0.0017174881349352156
2019,Agricultural and Biological Sciences,Veterinary,801,30,6,0.03870564998580893
2019,Agricultural and Biological Sciences,Mathematics,801,151,2,0.00575076027380713
2019,Materials Science,Mathematics,1631,151,2,0.004030088112341279
2019,Materials Science,Psychology,1631,810,1,0.0008700225517118305
2019,Nursing,Psychology,167,810,5,0.013594688450899861
2019,Engineering,Nursing,3225,167,5,0.006813133664205037
2019,Energy,"Pharmacology, Toxicology and Pharmaceutics",515,83,1,0.004836791195624063
2019,Chemistry,Earth and Planetary Sciences,519,645,6,0.010370213893700646
2019,Chemical Engineering,Earth and Planetary Sciences,172,645,2,0.006004625342957218
2019,Earth and Planetary Sciences,Psychology,645,810,1,0.0013834951252548653
2019,Arts and Humanities,Environmental Science,102,1752,3,0.007096661947545727
2019,Mathematics,Neuroscience,151,1228,2,0.004644536055094506
2019,Chemistry,Social Sciences,519,1060,1,0.0013482281431718593
2019,Decision Sciences,Materials Science,301,1631,2,0.002854432433171767
2019,"Business, Management and Accounting",Immunology and Microbiology,504,968,2,0.0028633672197668687
2019,Dentistry,Environmental Science,60,1752,3,0.009252915127470037
2019,Decision Sciences,Veterinary,301,30,1,0.010523401123547708
2019,Earth and Planetary Sciences,Health Professions,645,549,2,0.003360964816047913
2019,Immunology and Microbiology,Veterinary,968,30,1,0.005868156585162718
2019,Arts and Humanities,Nursing,102,167,1,0.007661991723919375
2019,Chemistry,Mathematics,519,151,1,0.003572134866897538
2019,Agricultural and Biological Sciences,Arts and Humanities,801,102,3,0.010495542964487773
2019,Agricultural and Biological Sciences,Decision Sciences,801,301,2,0.0040731508054831205
2019,Neuroscience,Veterinary,1228,30,1,0.0052100295826319285
2019,Agricultural and Biological Sciences,Chemical Engineering,801,172,1,0.0026941360209426883
2019,Health Professions,Materials Science,549,1631,1,0.001056785503647153
2019,Energy,Physics and Astronomy,515,839,4,0.006085207563480622
2019,Immunology and Microbiology,Mathematics,968,151,1,0.0026156151711292474
2019,Energy,Medicine,515,5644,1,0.0005865470879004597
2019,Earth and Planetary Sciences,Nursing,645,167,1,0.003046926002590933
2019,Dentistry,Neuroscience,60,1228,1,0.00368404724806156
2019,Arts and Humanities,Veterinary,102,30,2,0.036155076303108706
2019,Arts and Humanities,Materials Science,102,1631,1,0.0024517316505322483
2019,Arts and Humanities,Physics and Astronomy,102,839,1,0.003418368939733908
2019,Immunology and Microbiology,"Pharmacology, Toxicology and Pharmaceutics",968,83,1,0.003527956935028773
2019,Chemistry,Immunology and Microbiology,519,968,2,0.002821685705655454
2019,Agricultural and Biological Sciences,Dentistry,801,60,1,0.004561504595866423
2020,"Biochemistry, Genetics and Molecular Biology","Economics, Econometrics and Finance",49,10,1,0.045175395145260526
2020,"Biochemistry, Genetics and Molecular Biology",Medicine,49,119,23,0.30120093473783693
2020,"Economics, Econometrics and Finance",Medicine,10,119,4,0.11595420713048632
2020,Computer Science,Decision Sciences,28,8,1,0.06681531047810163
2020,Computer Science,Physics and Astronomy,28,6,2,0.15430334996208
2020,Decision Sciences,Physics and Astronomy,8,6,1,0.14433756729738562
2020,"Biochemistry, Genetics and Molecular Biology",Chemistry,49,5,4,0.25555062599995965
2020,Agricultural and Biological Sciences,Medicine,7,119,5,0.17323973216880328
2020,"Business, Management and Accounting",Medicine,1,119,1,0.09166984970281274
2020,Health Professions,Medicine,5,119,3,0.12298800925361313
2020,"Biochemistry, Genetics and Molecular Biology",Decision Sciences,49,8,1,0.05050762722760799
2020,Mathematics,Medicine,18,119,11,0.23767469863578847
2020,Medicine,Psychology,119,15,6,0.1420143204993419
2020,"Biochemistry, Genetics and Molecular Biology",Materials Science,49,5,2,0.12777531299997982
2020,"Biochemistry, Genetics and Molecular Biology","Pharmacology, Toxicology and Pharmaceutics",49,1,1,0.14285714285712245
2020,Materials Science,"Pharmacology, Toxicology and Pharmaceutics",5,1,1,0.4472135954997579
2020,Environmental Science,Medicine,9,119,1,0.030556616567606106
2020,Decision Sciences,Medicine,8,119,4,0.1296407447104287
2020,Decision Sciences,Social Sciences,8,10,2,0.22360679774995396
2020,Medicine,Social Sciences,119,10,2,0.05797710356524316
2020,"Biochemistry, Genetics and Molecular Biology",Computer Science,49,28,3,0.08099238707340363
2020,Computer Science,Medicine,28,119,4,0.06929589286752251
2020,Immunology and Microbiology,Medicine,12,119,10,0.2646280620124745
2020,Decision Sciences,Veterinary,8,3,3,0.6123724356956696
2020,Medicine,Veterinary,119,3,3,0.15877683720748054
2020,"Economics, Econometrics and Finance",Environmental Science,10,9,1,0.10540925533893486
2020,"Economics, Econometrics and Finance",Mathematics,10,18,8,0.5962847939998994
2020,Environmental Science,Mathematics,9,18,1,0.07856742013183245
2020,"Economics, Econometrics and Finance",Psychology,10,15,4,0.32659863237106374
2020,Mathematics,Psychology,18,15,4,0.24343224778005904
2020,Neuroscience,Psychology,4,15,1,0.1290994448735639
2020,Neuroscience,Social Sciences,4,10,2,0.3162277660167879
2020,Psychology,Social Sciences,15,10,3,0.24494897427829782
2020,Computer Science,Engineering,28,13,4,0.2096569673443727
2020,Computer Science,Neuroscience,28,4,1,0.09449111825229788
2020,Medicine,Nursing,119,2,2,0.12964074471042447
2020,Chemistry,Computer Science,5,28,1,0.08451542547284452
2020,"Economics, Econometrics and Finance",Social Sciences,10,10,1,0.09999999999999
2020,Mathematics,Social Sciences,18,10,1,0.07453559924998743
2020,Earth and Planetary Sciences,Physics and Astronomy,5,6,1,0.18257418583502202
2020,"Biochemistry, Genetics and Molecular Biology",Immunology and Microbiology,49,12,3,0.12371791482634328
2020,Engineering,Physics and Astronomy,13,6,1,0.11322770341444674
2020,"Biochemistry, Genetics and Molecular Biology",Engineering,49,13,3,0.1188643277625444
2020,Engineering,Medicine,13,119,2,0.050849283618090844
2020,Agricultural and Biological Sciences,"Biochemistry, Genetics and Molecular Biology",7,49,1,0.053994924715600974
2020,Decision Sciences,Health Professions,8,5,1,0.15811388300839396
2020,Health Professions,Social Sciences,5,10,1,0.1414213562372895
2020,Environmental Science,Materials Science,9,5,1,0.14907119849996375
2020,Chemistry,Engineering,5,13,1,0.12403473458919308
2020,Earth and Planetary Sciences,Environmental Science,5,9,3,0.44721359549989126
2020,Health Professions,Psychology,5,15,1,0.11547005383791181
2020,Chemical Engineering,Materials Science,1,5,1,0.4472135954997579
2020,Engineering,Social Sciences,13,10,2,0.17541160386139046
2020,Earth and Planetary Sciences,Engineering,5,13,1,0.12403473458919308
2020,Engineering,Environmental Science,13,9,1,0.0924500327041963
2020,Decision Sciences,Psychology,8,15,1,0.09128709291751935
2020,Energy,Environmental Science,2,9,1,0.2357022603954603
2020,Energy,Engineering,2,13,1,0.19611613513814558
2020,Energy,Social Sciences,2,10,1,0.22360679774992895
2020,Chemistry,Materials Science,5,5,2,0.39999999999992
2020,"Biochemistry, Genetics and Molecular Biology",Social Sciences,49,10,1,0.045175395145260526
2020,Immunology and Microbiology,Social Sciences,12,10,1,0.09128709291751935
2020,"Biochemistry, Genetics and Molecular Biology",Neuroscience,49,4,1,0.07142857142856633
2021,Decision Sciences,Medicine,337,8344,24,0.014312290530926768
2021,Decision Sciences,Social Sciences,337,1679,83,0.11034122314989879
2021,Medicine,Social Sciences,8344,1679,362,0.09671549852598395
2021,"Biochemistry, Genetics and Molecular Biology",Medicine,4765,8344,2381,0.37760765962315057
2021,"Biochemistry, Genetics and Molecular Biology",Immunology and Microbiology,4765,1238,453,0.18651184885470395
2021,"Biochemistry, Genetics and Molecular Biology",Decision Sciences,4765,337,9,0.007102252470482216
2021,"Biochemistry, Genetics and Molecular Biology",Materials Science,4765,2066,181,0.057687532599270175
2021,"Business, Management and Accounting",Medicine,644,8344,39,0.016824203997601997
2021,Computer Science,Medicine,2256,8344,292,0.0673017188606155
2021,Computer Science,Engineering,2256,4093,516,0.16980844369004458
2021,"Economics, Econometrics and Finance",Mathematics,764,473,97,0.1613594796165068
2021,Medicine,Psychology,8344,1253,403,0.1246356729504804
2021,Psychology,Social Sciences,1253,1679,324,0.22337991772357235
2021,"Biochemistry, Genetics and Molecular Biology",Computer Science,4765,2256,146,0.044529913923759566
2021,Computer Science,Materials Science,2256,2066,83,0.03844531168048461
2021,Decision Sciences,Health Professions,337,773,17,0.033307667760848286
2021,Health Professions,Social Sciences,773,1679,177,0.15536678226151365
2021,Computer Science,Earth and Planetary Sciences,2256,791,24,0.017966085093111064
2021,Computer Science,Physics and Astronomy,2256,1211,186,0.11253077891824123
2021,Earth and Planetary Sciences,Physics and Astronomy,791,1211,63,0.06436951488689939
2021,Agricultural and Biological Sciences,"Biochemistry, Genetics and Molecular Biology",1287,4765,414,0.16717818856339453
2021,Medicine,Neuroscience,8344,1397,611,0.17895995400783582
2021,Computer Science,Decision Sciences,2256,337,99,0.11354047231477832
2021,Decision Sciences,Engineering,337,4093,46,0.039167153399056846
2021,Computer Science,Social Sciences,2256,1679,226,0.1161217423066098
2021,Medicine,Nursing,8344,248,159,0.11053100941504922
2021,Agricultural and Biological Sciences,Medicine,1287,8344,292,0.08910589368191968
2021,Engineering,Materials Science,4093,2066,1160,0.3989072764352482
2021,Agricultural and Biological Sciences,Mathematics,1287,473,12,0.015380179434102291
2021,Mathematics,Medicine,473,8344,240,0.12080739611425526
2021,Health Professions,Medicine,773,8344,362,0.14253833316126388
2021,Health Professions,Psychology,773,1253,172,0.17476850227567964
2021,Computer Science,Mathematics,2256,473,55,0.05324300655475735
2021,"Economics, Econometrics and Finance",Medicine,764,8344,122,0.04831989742473469
2021,Energy,Materials Science,641,2066,243,0.21116021729792958
2021,Arts and Humanities,Computer Science,111,2256,18,0.03597008532833755
2021,Arts and Humanities,Psychology,111,1253,38,0.101893521442232
2021,Computer Science,Psychology,2256,1253,87,0.05174568845936409
2021,"Biochemistry, Genetics and Molecular Biology",Chemistry,4765,731,158,0.08465779370425944
2021,"Biochemistry, Genetics and Molecular Biology",Nursing,4765,248,44,0.04047579462150209
2021,Chemistry,Nursing,731,248,5,0.011743173446282323
2021,Chemistry,Computer Science,731,2256,23,0.017910165536712496
2021,"Biochemistry, Genetics and Molecular Biology",Engineering,4765,4093,324,0.07336563577098262
2021,Engineering,Medicine,4093,8344,421,0.07204006164971571
2021,"Biochemistry, Genetics and Molecular Biology",Physics and Astronomy,4765,1211,42,0.017484200025862533
2021,"Business, Management and Accounting","Economics, Econometrics and Finance",644,764,185,0.26374371270610425
2021,Immunology and Microbiology,Medicine,1238,8344,894,0.2781570352456236
2021,Chemistry,Medicine,731,8344,57,0.023079639423090267
2021,Chemistry,Earth and Planetary Sciences,731,791,21,0.027616737026908367
2021,Chemistry,Environmental Science,731,2443,79,0.05911622172047584
2021,Earth and Planetary Sciences,Environmental Science,791,2443,551,0.39637077298593193
2021,Agricultural and Biological Sciences,Environmental Science,1287,2443,355,0.20020611863582846
2021,"Biochemistry, Genetics and Molecular Biology",Environmental Science,4765,2443,236,0.06917016585064562
2021,"Biochemistry, Genetics and Molecular Biology","Pharmacology, Toxicology and Pharmaceutics",4765,122,42,0.05508557950070181
2021,Decision Sciences,Materials Science,337,2066,4,0.004793799682455346
2021,Decision Sciences,Physics and Astronomy,337,1211,23,0.03600317604218051
2021,Materials Science,Physics and Astronomy,2066,1211,219,0.13845443913333433
2021,Agricultural and Biological Sciences,Immunology and Microbiology,1287,1238,33,0.02614353702917175
2021,"Biochemistry, Genetics and Molecular Biology",Social Sciences,4765,1679,28,0.009899225805068544
2021,Environmental Science,Social Sciences,2443,1679,131,0.06468211528446824
2021,Agricultural and Biological Sciences,Nursing,1287,248,42,0.07434198903165644
2021,Neuroscience,Psychology,1397,1253,229,0.17308592118593946
2021,Neuroscience,Social Sciences,1397,1679,62,0.04048257586000468
2021,Materials Science,Medicine,2066,8344,87,0.02095400032532869
2021,"Biochemistry, Genetics and Molecular Biology",Health Professions,4765,773,30,0.015631478415851732
2021,Chemistry,Materials Science,731,2066,260,0.211567766316612
2021,Engineering,Physics and Astronomy,4093,1211,289,0.12980902826764476
2021,"Business, Management and Accounting",Social Sciences,644,1679,180,0.17310285203627285
2021,"Economics, Econometrics and Finance",Environmental Science,764,2443,96,0.07026884582709927
2021,Mathematics,Psychology,473,1253,48,0.062349809587754046
2021,Environmental Science,Health Professions,2443,773,79,0.05748778966072723
2021,Chemistry,Energy,731,641,85,0.12417415761751535
2021,"Business, Management and Accounting",Environmental Science,644,2443,42,0.033484562059997405
2021,Environmental Science,Medicine,2443,8344,191,0.04230429734868502
2021,"Biochemistry, Genetics and Molecular Biology",Mathematics,4765,473,16,0.010657564257187458
2021,Chemical Engineering,Computer Science,207,2256,16,0.02341344191576331
2021,Chemical Engineering,Energy,207,641,87,0.2388389015451003
2021,Computer Science,Energy,2256,641,21,0.017463075527263595
2021,Dentistry,Medicine,76,8344,53,0.0665551897187458
2021,Energy,Engineering,641,4093,282,0.17410018044422268
2021,Chemistry,Neuroscience,731,1397,14,0.013853871151383668
2021,Chemistry,Psychology,731,1253,10,0.010448784591919192
2021,Energy,Environmental Science,641,2443,118,0.09429556326289473
2021,Environmental Science,Materials Science,2443,2066,139,0.06187111008776413
2021,"Economics, Econometrics and Finance",Health Professions,764,773,89,0.11581200499431213
2021,Health Professions,Mathematics,773,473,13,0.0214992363931238
2021,"Biochemistry, Genetics and Molecular Biology",Neuroscience,4765,1397,321,0.1244157542838185
2021,"Economics, Econometrics and Finance",Social Sciences,764,1679,135,0.11919601636290807
2021,Computer Science,Environmental Science,2256,2443,52,0.022149914924994202
2021,Engineering,Environmental Science,4093,2443,441,0.1394620303795954
2021,"Economics, Econometrics and Finance",Energy,764,641,44,0.0628748529630169
2021,Computer Science,Neuroscience,2256,1397,59,0.03323412591294311
2021,Engineering,Neuroscience,4093,1397,162,0.06774791581035547
2021,Chemistry,Engineering,731,4093,149,0.08614036499150501
2021,Arts and Humanities,Neuroscience,111,1397,10,0.025394537496207938
2021,Arts and Humanities,Social Sciences,111,1679,44,0.10192150759972328
2021,Neuroscience,Physics and Astronomy,1397,1211,14,0.010763605230302722
2021,Physics and Astronomy,Psychology,1211,1253,4,0.0032472250176126456
2021,"Business, Management and Accounting",Computer Science,644,2256,76,0.06305232579954341
2021,Mathematics,Physics and Astronomy,473,1211,30,0.03963862789148985
2021,Chemical Engineering,Materials Science,207,2066,93,0.14221081234541866
2021,"Biochemistry, Genetics and Molecular Biology",Earth and Planetary Sciences,4765,791,25,0.01287716659894838
2021,Earth and Planetary Sciences,Engineering,791,4093,106,0.05891104833814321
2021,Medicine,Physics and Astronomy,8344,1211,39,0.012268893250176055
2021,Environmental Science,Physics and Astronomy,2443,1211,21,0.012209151693047664
2021,Computer Science,"Economics, Econometrics and Finance",2256,764,23,0.01751909263660637
2021,Agricultural and Biological Sciences,"Economics, Econometrics and Finance",1287,764,24,0.024203339292792857
2021,Agricultural and Biological Sciences,Materials Science,1287,2066,53,0.03250284954813773
2021,Medicine,"Pharmacology, Toxicology and Pharmaceutics",8344,122,59,0.05847698173441204
2021,"Business, Management and Accounting",Engineering,644,4093,67,0.041267769553388026
2021,Immunology and Microbiology,Social Sciences,1238,1679,12,0.00832330052269751
2021,"Business, Management and Accounting",Decision Sciences,644,337,69,0.14811232747987177
2021,Decision Sciences,Mathematics,337,473,23,0.057607935971196025
2021,Engineering,Mathematics,4093,473,17,0.012217925669806869
2021,Health Professions,Neuroscience,773,1397,8,0.007698427727221137
2021,Physics and Astronomy,Social Sciences,1211,1679,33,0.023142832934428256
2021,Computer Science,Health Professions,2256,773,37,0.028018341828682767
2021,Agricultural and Biological Sciences,Social Sciences,1287,1679,22,0.014966079893891282
2021,Immunology and Microbiology,Neuroscience,1238,1397,71,0.053988321236340085
2021,Engineering,Social Sciences,4093,1679,95,0.03623909845506896
2021,Mathematics,Social Sciences,473,1679,122,0.13690014629638111
2021,Materials Science,"Pharmacology, Toxicology and Pharmaceutics",2066,122,12,0.023902106223568993
2021,Agricultural and Biological Sciences,Earth and Planetary Sciences,1287,791,32,0.03171556576937893
2021,Decision Sciences,"Economics, Econometrics and Finance",337,764,50,0.09853905082147264
2021,Engineering,Nursing,4093,248,9,0.008932968379647525
2021,Environmental Science,Nursing,2443,248,28,0.03597248643083536
2021,"Economics, Econometrics and Finance",Engineering,764,4093,35,0.019792492668436523
2021,Health Professions,Nursing,773,248,17,0.03882695514528557
2021,Chemical Engineering,Engineering,207,4093,62,0.06735745109289987
2021,Decision Sciences,Neuroscience,337,1397,10,0.014574271194399227
2021,Decision Sciences,Psychology,337,1253,21,0.03231683410171502
2021,Nursing,Social Sciences,248,1679,6,0.009298225231162256
2021,Earth and Planetary Sciences,Materials Science,791,2066,24,0.018774044432321862
2021,Agricultural and Biological Sciences,Engineering,1287,4093,67,0.029192054215277777
2021,Engineering,Immunology and Microbiology,4093,1238,20,0.008884823421807006
2021,Arts and Humanities,Medicine,111,8344,13,0.013508113939432308
2021,"Biochemistry, Genetics and Molecular Biology",Psychology,4765,1253,40,0.016370162984146567
2021,Earth and Planetary Sciences,Mathematics,791,473,2,0.0032697246661574186
2021,Earth and Planetary Sciences,Social Sciences,791,1679,16,0.013883737467146301
2021,Health Professions,Immunology and Microbiology,773,1238,5,0.005111165398286016
2021,Decision Sciences,Environmental Science,337,2443,13,0.0143273763283457
2021,Materials Science,Neuroscience,2066,1397,40,0.023544888042196767
2021,Agricultural and Biological Sciences,Physics and Astronomy,1287,1211,3,0.0024030339674171648
2021,"Economics, Econometrics and Finance",Psychology,764,1253,42,0.042926657729004294
2021,Chemical Engineering,Chemistry,207,731,31,0.07969257000808407
2021,Neuroscience,Nursing,1397,248,22,0.0373765005585807
2021,Immunology and Microbiology,Mathematics,1238,473,6,0.007840799665739808
2021,Environmental Science,Psychology,2443,1253,41,0.023434008749403677
2021,Chemistry,Immunology and Microbiology,731,1238,13,0.013665462712474777
2021,Environmental Science,Immunology and Microbiology,2443,1238,27,0.015525361036765443
2021,Environmental Science,Neuroscience,2443,1397,18,0.009743445685974248
2021,Chemistry,Physics and Astronomy,731,1211,36,0.03826235886961367
2021,Agricultural and Biological Sciences,Health Professions,1287,773,11,0.011028429334210813
2021,Medicine,Veterinary,8344,34,20,0.0375494335128669
2021,Neuroscience,Veterinary,1397,34,2,0.009176822553120393
2021,Agricultural and Biological Sciences,"Pharmacology, Toxicology and Pharmaceutics",1287,122,13,0.032807577507504376
2021,Immunology and Microbiology,Materials Science,1238,2066,9,0.00562751975851101
2021,Nursing,Psychology,248,1253,8,0.014351213027002064
2021,"Business, Management and Accounting",Health Professions,644,773,26,0.03685026941215969
2021,Arts and Humanities,"Biochemistry, Genetics and Molecular Biology",111,4765,10,0.013750138039188035
2021,Chemical Engineering,Environmental Science,207,2443,12,0.016874633137268898
2021,Chemistry,"Pharmacology, Toxicology and Pharmaceutics",731,122,20,0.06697171059454247
2021,Computer Science,"Pharmacology, Toxicology and Pharmaceutics",2256,122,5,0.009530606556862166
2021,Dentistry,Immunology and Microbiology,76,1238,1,0.003260114711110293
2021,"Business, Management and Accounting",Nursing,644,248,3,0.007506759126190294
2021,"Biochemistry, Genetics and Molecular Biology",Dentistry,4765,76,13,0.02160255421203729
2021,Agricultural and Biological Sciences,Computer Science,1287,2256,14,0.00821616617737998
2021,Environmental Science,"Pharmacology, Toxicology and Pharmaceutics",2443,122,2,0.0036634337899016057
2021,Agricultural and Biological Sciences,Neuroscience,1287,1397,32,0.023865058419144356
2021,"Biochemistry, Genetics and Molecular Biology",Veterinary,4765,34,7,0.017391103070840977
2021,Chemical Engineering,Neuroscience,207,1397,2,0.003719175051268609
2021,Energy,Social Sciences,641,1679,2,0.0019278606228898122
2021,Engineering,Psychology,4093,1253,28,0.012364074792451375
2021,Engineering,Health Professions,4093,773,27,0.01517934895103396
2021,Immunology and Microbiology,"Pharmacology, Toxicology and Pharmaceutics",1238,122,7,0.01801182846550213
2021,Chemical Engineering,Physics and Astronomy,207,1211,10,0.019972974875657842
2021,"Business, Management and Accounting",Psychology,644,1253,24,0.02671731264186258
2021,Dentistry,Engineering,76,4093,13,0.023308572889092632
2021,Earth and Planetary Sciences,Energy,791,641,6,0.008426243281589385
2021,"Biochemistry, Genetics and Molecular Biology",Energy,4765,641,10,0.005721890372358284
2021,Agricultural and Biological Sciences,Psychology,1287,1253,17,0.013387026171456554
2021,Agricultural and Biological Sciences,Energy,1287,641,6,0.006605914710373573
2021,"Biochemistry, Genetics and Molecular Biology","Economics, Econometrics and Finance",4765,764,3,0.001572327907831715
2021,Arts and Humanities,Earth and Planetary Sciences,111,791,11,0.037122990482505586
2021,"Business, Management and Accounting",Energy,644,641,2,0.0031128489502274706
2021,Arts and Humanities,Decision Sciences,111,337,7,0.03619275143592678
2021,"Economics, Econometrics and Finance",Neuroscience,764,1397,6,0.005807729333039413
2021,Environmental Science,Mathematics,2443,473,21,0.019535610640897014
2021,Chemistry,Mathematics,731,473,2,0.0034012670889633926
2021,"Economics, Econometrics and Finance",Immunology and Microbiology,764,1238,4,0.004112945830699797
2021,Computer Science,Dentistry,2256,76,3,0.007245108787574189
2021,Agricultural and Biological Sciences,Chemistry,1287,731,28,0.028867559485601314
2021,Neuroscience,"Pharmacology, Toxicology and Pharmaceutics",1397,122,8,0.019378130156728172
2021,Energy,Medicine,641,8344,6,0.0025943889618855608
2021,Energy,Nursing,641,248,2,0.005016203426342784
2021,Psychology,Veterinary,1253,34,4,0.019379608409414394
2021,Arts and Humanities,Environmental Science,111,2443,5,0.009601670129171945
2021,Energy,Physics and Astronomy,641,1211,7,0.007945055836161658
2021,Agricultural and Biological Sciences,"Business, Management and Accounting",1287,644,19,0.020869949290328173
2021,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,4765,207,5,0.005034465616324377
2021,Earth and Planetary Sciences,Medicine,791,8344,8,0.0031139712424238606
2021,Nursing,Veterinary,248,34,2,0.02178034209345137
2021,Arts and Humanities,Chemistry,111,731,2,0.007021175323410858
2021,Arts and Humanities,Engineering,111,4093,2,0.002967205558895568
2021,"Pharmacology, Toxicology and Pharmaceutics",Psychology,122,1253,3,0.007673010701080593
2021,Dentistry,Psychology,76,1253,1,0.0032405421024869338
2021,Earth and Planetary Sciences,Health Professions,791,773,5,0.006394285387219844
